community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
20,14,0.4038177686301375,-0.001455685605592598,0.6428571428571429,过分 单纯 笼统 片面 过于 简单 一味 盲目 纯粹 宽泛 过度 抽象,宽泛 含糊 过于 抽象 模糊 盲目 过度 简单,简单 纯粹 笼统 盲目 模糊 宽泛 片面 单纯 抽象 过度 过分 过于,过分 单纯 笼统 片面 过于 简单 一味 盲目 纯粹 宽泛 过度 抽象 模糊 含糊
21,3,0.5515234113765651,0.18782686137996238,0.0,一块儿 一起 跟,跟 一起 一块儿,一起 跟 一块儿,一块儿 一起 跟
22,3,0.47704538294737503,0.08106643607158341,0.0,一干二净 一塌糊涂 面目全非,一塌糊涂 面目全非 一干二净,面目全非 一塌糊涂 一干二净,一干二净 一塌糊涂 面目全非
23,26,0.46700405569643916,0.012799259260604521,0.38461538461538464,摇头 冷笑 小声 扭头 咧嘴 点头 发愣 笑 瞪 自言自语 哆嗦 一言不发,通红 告辞 得意扬扬 哆嗦 一眼 瞪 指着 点头,插嘴 一声不吭 脱口而出 嚷 一言不发 自言自语 笑 瞪 皱 咧嘴 愣 哆嗦,摇头 冷笑 小声 扭头 咧嘴 点头 发愣 笑 瞪 自言自语 哆嗦 一言不发 一声不吭 插嘴 说道 愣 嚷 走开 一眼 皱 通红 指着 告辞 得意扬扬 会意 脱口而出
24,41,0.45903060621971525,0.10004984332766483,0.2682926829268293,晚上 早晨 早上 傍晚 夜里 中午 下午 清晨 上午 凌晨 深夜 一早,准时 夜班 天 黑夜 明日 今日 彻夜 昼夜,昨天 早晨 彻夜 下午 通宵 凌晨 天 夜 一大早 晚间 上午 晚,晚上 早晨 早上 傍晚 夜里 中午 下午 清晨 上午 凌晨 深夜 一早 半夜 白天 夜晚 一大早 当晚 夜间 昨天 前天 次日 星期天 晚 明天 当天 晚间 黄昏 今天 日夜 夜 通宵 从早到晚 当日 黑夜 明日 天 彻夜 夜班 准时 今日 昼夜
25,27,0.4204413355738981,0.005570136920455437,0.4444444444444444,时常 常常 经常 从来不 从不 时不时 老是 偶尔 总是 从没 不时 从来,没有 每当 都会 总是 再也 时而 一天到晚 时时,时常 时时 常 不再 不时 不曾 一天到晚 总是 曾经 再也 偶尔 从未,时常 常常 经常 从来不 从不 时不时 老是 偶尔 总是 从没 不时 从来 成天 整天 有时 从未 常 时时 一天到晚 不曾 曾经 再也 都会 每当 时而 没有 不再
26,1,,0.0,0.0,一头,一头,一头,一头
27,1,,0.0,0.0,一定,一定,一定,一定
28,121,0.45232568568108733,-0.0006409642143703762,0.49586776859504134,姑姑 舅舅 姐姐 妹妹 奶奶 嫂子 爸爸 哥哥 母亲 爸 妈妈 姥姥,师长 老王 子女 他 王后 小姐 朋友 孩子,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,姑姑 舅舅 姐姐 妹妹 奶奶 嫂子 爸爸 哥哥 母亲 爸 妈妈 姥姥 爷爷 父亲 弟弟 儿子 闺女 女儿 媳妇 姥爷 伯母 爹 老婆 妈 叔叔 外婆 大姐 伯父 孙女 父母 祖母 岳母 外公 丈夫 岳父 妻子 大哥 阿姨 老公 老太太 伯伯 太太 继父 亲戚 孩子 大爷 孙子 姐 家人 长辈 继母 女婿 老伴儿 娘 姨 她 男朋友 爱人 小孩儿 女朋友 老头儿 妹 弟 师父 姑娘 邻居 老人家 丫头 两口子 老乡 老汉 祖父 亲人 儿女 亲生 大人 大妈 朋友 老人 同学 他 师傅 女孩儿 老师 母女 我 家里 小伙子 一家人 姐妹 寡妇 老家 同事 徒弟 俩 男孩儿 保姆 老王 恩人 父女 胖子 老大 小时候 全家 小朋友 乡下 小姐 老板 夫人 哥 子女 母子 夫妇 皇上 父子 娃娃 兄弟 亲属 师长 从小 王后
29,8,0.42934785403464465,-0.020026511824002304,0.5,波折 曲折 波澜 起伏 转折 峰回路转 一帆风顺 风云,转折 风云 一帆风顺 起伏 波澜 峰回路转 波折 曲折,一帆风顺 起伏 波折 波澜 峰回路转 曲折 风云 转折,波折 曲折 波澜 起伏 转折 峰回路转 一帆风顺 风云
30,8,0.3947081723976522,0.0606861291538143,0.125,一带 沿线 区域 附近 周边 地段 一路 位置,位置 一路 地段 附近 区域 周边 沿线 一带,一路 区域 周边 地段 沿线 位置 一带 附近,一带 沿线 区域 附近 周边 地段 一路 位置
31,4,0.39485740981510276,0.006011749536438696,0.5,一年到头 吃不上 买不起 常年,买不起 常年 吃不上 一年到头,一年到头 吃不上 常年 买不起,一年到头 吃不上 买不起 常年
32,2,0.7273948478637712,0.5776020042884374,0.0,应有尽有 一应俱全,应有尽有 一应俱全,一应俱全 应有尽有,应有尽有 一应俱全
33,15,0.43904241012914597,0.07212628524701194,0.4,不许 禁止 允许 擅自 不准 严禁 私自 准许 强迫 容许 强行 强制,公然 一律 强行 强迫 许可 容许 强制 私自,私自 不准 许可 严禁 容许 允许 强制 不许 擅自 公然 强行 强迫,不许 禁止 允许 擅自 不准 严禁 私自 准许 强迫 容许 强行 强制 一律 公然 许可
34,16,0.42442515615128673,-0.010361477240152418,0.5625,一心一意 兢兢业业 废寝忘食 坚持不懈 不懈 夜以继日 全心全意 专心 聚精会神 钻研 苦心 精益求精,坚持不懈 痴心 日复一日 持之以恒 钻研 一心 苦心 精益求精,专心 废寝忘食 不懈 痴心 精益求精 兢兢业业 日复一日 聚精会神 苦心 钻研 持之以恒 一心一意,一心一意 兢兢业业 废寝忘食 坚持不懈 不懈 夜以继日 全心全意 专心 聚精会神 钻研 苦心 精益求精 持之以恒 日复一日 一心 痴心
35,12,0.43498508908242917,0.01135071207941237,0.4166666666666667,陈旧 破旧 简陋 粗糙 单调 笨重 过时 单薄 僵化 杂乱无章 一成不变 旧,旧 杂乱无章 僵化 粗糙 一成不变 笨重 单薄 单调,粗糙 笨重 陈旧 旧 僵化 单薄 单调 破旧 简陋 一成不变 杂乱无章 过时,陈旧 破旧 简陋 粗糙 单调 笨重 过时 单薄 僵化 杂乱无章 一成不变 旧
36,2,0.4685610603515681,0.12206135564417935,0.0,亲手 一手,亲手 一手,亲手 一手,亲手 一手
37,27,0.41739173519000405,-0.0048512101919744805,0.5185185185185185,天赋 素养 才华 天分 品德 修养 素质 功底 人品 口才 功力 气质,本事 美德 智商 气质 一技之长 功力 能力 专长,技能 演技 功力 功底 品德 本事 潜能 人格 才华 人品 一技之长 能力,天赋 素养 才华 天分 品德 修养 素质 功底 人品 口才 功力 气质 技能 本领 演技 基本功 教养 品行 人格 智商 特长 本事 能力 一技之长 潜能 专长 美德
38,4,0.46994815782794414,0.1358618793674977,0.25,上级 下级 上司 一把手,一把手 上司 上级 下级,上司 上级 一把手 下级,上级 下级 上司 一把手
39,7,0.36726325106643154,-0.0005623877495498569,0.2857142857142857,构想 蓝图 规划 方案 框架 一揽子 原型,原型 一揽子 规划 框架 方案 构想 蓝图,蓝图 规划 原型 框架 方案 构想 一揽子,构想 蓝图 规划 方案 框架 一揽子 原型
40,186,0.3536028410923778,-0.11953475438790033,0.8709677419354839,也许 毕竟 就算 当然 何况 但是 只不过 可是 难道 其实 而且 反正,另外 幸亏 甚至 甚至于 不一定 要不是 必定 基本上,譬如 说到底 如果 纵然 看来 倘若 按说 是不是 那时候 正是 实在 偏偏,也许 毕竟 就算 当然 何况 但是 只不过 可是 难道 其实 而且 反正 虽说 况且 不过 要是 要不然 恐怕 不然 好像 的确 或许 反倒 说不定 哪怕 显然 纵然 即便 实际上 别说 也 如果 确实 即使 所以 虽然 但 倒是 既然 然而 好歹 说实话 因为 要不 看样子 不光 偏偏 似乎 明明 果然 是不是 真的 按说 幸好 按理说 说真的 如果说 说白了 固然 反而 没准儿 不如说 尤其 起码 终究 总之 只是 本来 假如 就是说 好在 居然 据说 要不是 倘若 简直 恰恰 可惜 那 果真 幸亏 竟然 那么 肯定 有时候 要么 难怪 却 事实上 觉得 顶多 莫非 多半 大概 说到底 都 不但 假使 而是 无非 除非 唯独 只要 也就是说 总而言之 不仅 怪不得 实在 比如说 还是 不管 不见得 就 那时候 而 就是 譬如说 甚至 不仅仅 为什么 至于 必定 看来 但愿 当真 未必 可不是 这时候 没想到 好比 不一定 比如 不用说 总的来说 譬如 那时 并且 仅仅 因此 甚至于 尽管 往往 应该 否则 基本上 以为 无论如何 换言之 因而 至少 同样 可能 这 无疑 现在 其次 一方面 才 却是 这就是说 或是 正是 还 以至于 除了 相对而言 相反 如今 一般来说 既 这样一来 另一方面 或者 相比之下 并非 之所以 几乎 另外 是 只有 例如 无论 更是 由此可见 由此看来 的
41,52,0.4462668471773013,0.05098187920792027,0.36538461538461536,旁边 后边 前边 外边 那边 里边 那儿 前面 后面 上边 下边 左边,右边 左边 哪里 这里 里 上 一边 挨着,门口 旁边 周围 一边 上 城里 四周 上头 跟前 旁 左边 北边,旁边 后边 前边 外边 那边 里边 那儿 前面 后面 上边 下边 左边 右边 底下 外面 外头 这边 东边 上面 那里 旁 西边 远处 南边 里面 里头 对面 这儿 北边 两边 门口 下面 跟前 里 一旁 后头 中间 前头 边 周围 隔壁 老远 一边 挨着 这里 两侧 上头 前方 城里 哪里 四周 上
42,8,0.46294935905230383,0.12159514108882234,0.125,必然 势必 迟早 必将 会 注定 早晚 一旦,一旦 早晚 会 必然 注定 势必 迟早 必将,早晚 会 必将 必然 势必 迟早 一旦 注定,必然 势必 迟早 必将 会 注定 早晚 一旦
43,1,,0.0,0.0,一时,一时,一时,一时
44,15,0.44647036459932493,0.0648708761542818,0.4,如同 像 好似 犹如 仿佛 一样 似的 那样 如 看上去 看似 看起来,看上去 看似 正如 比起 看起来 一样 仿佛 那样,看起来 似的 像 如 看似 那样 好似 犹如 看上去 一样 仿佛 如一,如同 像 好似 犹如 仿佛 一样 似的 那样 如 看上去 看似 看起来 如一 正如 比起
45,3,0.5132285144969845,0.22788997837698322,0.0,因人而异 一概而论 见仁见智,见仁见智 因人而异 一概而论,一概而论 因人而异 见仁见智,因人而异 一概而论 见仁见智
46,16,0.449831043432091,0.08980458204141438,0.1875,差别 相同 相似 差异 不同 大同小异 截然不同 有所不同 区别 一模一样 雷同 差距,一模一样 反差 落差 类似 区别 雷同 相同 差距,不同 区别 一模一样 大同小异 雷同 落差 反差 有所不同 相同 类似 相似 悬殊,差别 相同 相似 差异 不同 大同小异 截然不同 有所不同 区别 一模一样 雷同 差距 悬殊 反差 类似 落差
47,1,,0.0,0.0,一次性,一次性,一次性,一次性
48,6,0.41617655629243583,0.007368740366717614,0.16666666666666666,损人利己 见钱眼开 沽名钓誉 乘人之危 眼红 一毛不拔,眼红 见钱眼开 沽名钓誉 一毛不拔 乘人之危 损人利己,见钱眼开 乘人之危 一毛不拔 眼红 损人利己 沽名钓誉,损人利己 见钱眼开 沽名钓誉 乘人之危 眼红 一毛不拔
49,18,0.39843906693101994,-0.029621280334910745,0.6111111111111112,出色 卓越 杰出 优异 非凡 出众 高超 优秀 一流 举世无双 过硬 优良,前无古人 过硬 伟大 优良 优异 了不起 一流 领先,前无古人 优良 优秀 优异 杰出 划时代 伟大 出色 出众 举世瞩目 领先 高超,出色 卓越 杰出 优异 非凡 出众 高超 优秀 一流 举世无双 过硬 优良 伟大 了不起 举世瞩目 划时代 领先 前无古人
50,64,0.42471358288847777,-0.0764892058472167,0.765625,啊 呀 哎 嘛 唉 哎呀 哈哈 吧 没事儿 哇 咱 干吗,怎么 什么 你们 无所谓 不要紧 咱们 这么 哇,没关系 没意思 不像话 怎么 不得了 不要紧 吧 吗 呢 呀 咱 哎,啊 呀 哎 嘛 唉 哎呀 哈哈 吧 没事儿 哇 咱 干吗 哼 啦 嘿 没关系 你 哦 没劲 再说 挺好 不行 你们 呢 没错 干什么 没说的 怎么 人家 没意思 没 不要紧 没用 快点儿 吗 没辙 咱们 活该 玩意儿 好玩儿 好说 什么 没什么 哪儿 没法儿 敢情 这会儿 不像话 怎么办 谁 这么 一点儿 够呛 算了 真 不得了 哪 好家伙 也好 懒得 要命 说老实话 无话可说 无所谓
51,12,0.4151639354239512,0.027090443111839807,0.25,终生 永远 一辈子 长久 永恒 一生 终身 永不 永久 长期 天长地久 绝对,绝对 一生 天长地久 永不 长期 终身 永恒 一辈子,一辈子 绝对 永远 天长地久 终身 永久 永不 一生 永恒 长久 终生 长期,终生 永远 一辈子 长久 永恒 一生 终身 永不 永久 长期 天长地久 绝对
52,2,0.552211614295748,0.3463795786061844,0.0,番 一番,一番 番,番 一番,番 一番
53,5,0.3197217331900519,-0.09809538769655288,1.0,显而易见 不难 恰恰相反 一目了然 美中不足,恰恰相反 一目了然 不难 美中不足 显而易见,一目了然 美中不足 不难 显而易见 恰恰相反,显而易见 不难 恰恰相反 一目了然 美中不足
54,10,0.44232864961756074,0.0366935287536777,0.5,疲惫不堪 精疲力竭 力不从心 无精打采 无力 吃力 不堪 一筹莫展 麻木 心急如焚,一筹莫展 心急如焚 麻木 不堪 吃力 无精打采 无力 力不从心,不堪 力不从心 无力 精疲力竭 一筹莫展 疲惫不堪 无精打采 麻木 心急如焚 吃力,疲惫不堪 精疲力竭 力不从心 无精打采 无力 吃力 不堪 一筹莫展 麻木 心急如焚
55,14,0.4247626191515632,0.019606714197152004,0.42857142857142855,各种 各式各样 种种 诸多 一系列 形形色色 多种 诸如此类 五花八门 一连串 无数 乱七八糟,乱七八糟 多方面 之类 无数 五花八门 一系列 多种 一连串,无数 一连串 种种 形形色色 诸如此类 多方面 多种 乱七八糟 之类 诸多 各式各样 一系列,各种 各式各样 种种 诸多 一系列 形形色色 多种 诸如此类 五花八门 一连串 无数 乱七八糟 之类 多方面
56,7,0.3591705321941281,-0.05245648145649697,0.7142857142857143,第一线 一线 基层 前线 农村 城乡 线,农村 线 前线 城乡 基层 一线 第一线,线 第一线 前线 城乡 农村 一线 基层,第一线 一线 基层 前线 农村 城乡 线
57,6,0.3660842303604253,-0.01638373188931561,0.5,拒绝 无理 不予 无条件 单方面 一经,一经 单方面 拒绝 无理 不予 无条件,不予 无理 无条件 单方面 拒绝 一经,拒绝 无理 不予 无条件 单方面 一经
58,1,,0.0,0.0,一致,一致,一致,一致
59,20,0.42118066424629663,0.010070463390474339,0.55,多数 大多数 绝大多数 大多 大部分 大都 半数 许多 有的 不少 部分 少数,部分 个别 凡是 半数 许多 主要 普遍 大部分,通常 一般 不少 部分 许多 有的 大多 多数 绝大多数 大都 凡是 其余,多数 大多数 绝大多数 大多 大部分 大都 半数 许多 有的 不少 部分 少数 个别 一般 普遍 通常 其余 主要 凡是 有的是
60,21,0.4228082238348781,0.031165307934758177,0.23809523809523808,拜会 拜访 接见 会见 应邀 拜见 访问 邀请 探望 看望 来访 陪同,光临 代表团 陪同 看望 接待 邀 转达 探望,看望 转达 光临 拜会 一行 探望 会见 代表团 应邀 出访 邀 来访,拜会 拜访 接见 会见 应邀 拜见 访问 邀请 探望 看望 来访 陪同 出访 做客 代表团 作客 转达 邀 光临 接待 一行
61,12,0.4491164518976352,0.08824294432887624,0.25,路途 途中 路上 路程 旅途 旅程 一路上 沿途 行程 迷路 路过 路线,路过 路线 迷路 行程 途中 旅程 沿途 一路上,旅途 沿途 旅程 一路上 迷路 行程 路途 路过 路上 路程 路线 途中,路途 途中 路上 路程 旅途 旅程 一路上 沿途 行程 迷路 路过 路线
62,22,0.40469784277806087,-0.017706842558383153,0.5909090909090909,祝愿 祝福 祝贺 祝 庆贺 一路平安 保佑 问候 贺电 致敬 干杯 祈祷,遂心 鹏程万里 干杯 晚安 庆祝 一路顺风 恭喜 庆贺,祝愿 祝福 祝 祈祷 问候 晚安 此致 敬礼 庆祝 一路平安 恭喜 欢迎,祝愿 祝福 祝贺 祝 庆贺 一路平安 保佑 问候 贺电 致敬 干杯 祈祷 敬礼 心想事成 恭喜 庆祝 一路顺风 此致 晚安 欢迎 鹏程万里 遂心
63,5,0.3576617901173048,-0.023776709757285297,0.6,身上 身边 人身 一身 心爱,一身 心爱 身边 人身 身上,一身 心爱 身边 人身 身上,身上 身边 人身 一身 心爱
64,1,,0.0,0.0,一道,一道,一道,一道
65,1,,0.0,0.0,一锅粥,一锅粥,一锅粥,一锅粥
66,8,0.4075433432249162,0.004444311336025027,0.375,好坏 评判 衡量 高低 与否 长短 评价 一长一短,一长一短 评价 与否 衡量 长短 高低 评判 好坏,长短 衡量 一长一短 评价 评判 好坏 与否 高低,好坏 评判 衡量 高低 与否 长短 评价 一长一短
67,28,0.4404305175138272,0.02701046073311661,0.42857142857142855,声音 悦耳 响声 清脆 响起 刺耳 声 铃声 电铃 响 喇叭 音响,一阵 动听 闹钟 传来 耳机 抑扬顿挫 响声 录音机,响亮 响声 录音机 一阵 响 声 喇叭 门铃 洪亮 耳机 闹钟 抑扬顿挫,声音 悦耳 响声 清脆 响起 刺耳 声 铃声 电铃 响 喇叭 音响 口哨 笑声 歌声 洪亮 录音机 音量 动听 响亮 门铃 话筒 收音机 抑扬顿挫 传来 闹钟 耳机 一阵
68,3,0.36926888656517093,-0.09102299795044273,1.0,处处 无不 一面,一面 处处 无不,一面 无不 处处,处处 无不 一面
69,22,0.4143542513468886,-0.007402499857641417,0.5,拼搏 艰苦奋斗 勤奋 顽强 奋勇 刻苦 奋斗 辛勤 英勇 勤劳 自强不息 发愤图强,英勇 勤快 一鼓作气 自力更生 踏实 愚公移山 辛勤 奋力,一鼓作气 艰苦 刻苦 前赴后继 顽强 辛勤 愚公移山 吃苦 英勇 自强不息 自力更生 奋勇,拼搏 艰苦奋斗 勤奋 顽强 奋勇 刻苦 奋斗 辛勤 英勇 勤劳 自强不息 发愤图强 勇往直前 艰苦 奋力 吃苦 自力更生 前赴后继 踏实 愚公移山 勤快 一鼓作气
70,7,0.45252954218624747,0.05110443979844239,0.14285714285714285,争先恐后 纷纷 一齐 异口同声 竞相 七嘴八舌 众人,众人 一齐 七嘴八舌 异口同声 竞相 纷纷 争先恐后,一齐 争先恐后 七嘴八舌 竞相 众人 纷纷 异口同声,争先恐后 纷纷 一齐 异口同声 竞相 七嘴八舌 众人
71,2,0.37877294094549074,-0.0722266924762934,1.0,丁 许,丁 许,丁 许,丁 许
72,13,0.5592893878756856,0.2651697822652227,0.15384615384615385,六 四 五 七 八 三 九 二 十 第二 两 第,科 两 第 十 第二 二 三 八,第二 六 八 十 四 二 五 九 两 七 三 科,六 四 五 七 八 三 九 二 十 第二 两 第 科
73,6,0.5098238034556588,0.19566475868293487,0.0,千 百 万 数 余 亿,亿 余 数 万 百 千,千 亿 万 余 百 数,千 百 万 数 余 亿
74,1,,0.0,0.0,万万,万万,万万,万万
75,1,,0.0,0.0,万分,万分,万分,万分
76,1,,0.0,0.0,万古长青,万古长青,万古长青,万古长青
77,1,,0.0,0.0,万无一失,万无一失,万无一失,万无一失
78,6,0.3565627442112341,0.014454975474222712,0.5,无敌 全能 王牌 超级 杀手 万能,杀手 王牌 万能 无敌 超级 全能,王牌 无敌 超级 杀手 全能 万能,无敌 全能 王牌 超级 杀手 万能
79,178,0.40512911976764526,-0.022982141766263793,0.5617977528089888,米饭 豆腐 酸奶 橙汁 豆浆 薯片 果酱 香肠 果汁 薯条 饼干 水果,姜 酒 瓜子 葡萄酒 喝 茶 啤酒 开水,烧烤 汤圆 纯净水 烤鸭 烤肉 矿泉水 勺 巧克力 淀粉 吃 咸 喝,米饭 豆腐 酸奶 橙汁 豆浆 薯片 果酱 香肠 果汁 薯条 饼干 水果 牛奶 酱 卤味 饼 饺子 粥 红薯 菜 芝士 南瓜 辣椒 海鲜 汁 西红柿 肉 面条儿 蜂蜜 馅儿 罐头 包子 醋 汤圆 佐料 调料 面包 茄子 烤肉 馒头 黄瓜 香油 酱油 酥 好吃 白菜 点心 巧克力 红茶 火腿 吃 柿子 可口 甜 煮 炖 火锅 香蕉 烤 豆制品 土豆 奶茶 饭 红酒 砂糖 小吃 咖啡 蔬菜 鸡蛋 蒜 寿司 番茄 花生 美味 碗 口感 零食 萝卜 主食 烤鸭 饮料 虾 鲜美 月饼 面粉 椰子 食物 葱 麻辣 西瓜 茶 汽水 核桃 冰棍儿 绿茶 蘑菇 糖 涮 桂花 粽子 蘸 拌 可乐 汤 糖果 辣 香料 煎 味精 方便面 三明治 中餐 烧烤 莲子 西餐 喝 香 奶 茶叶 嚼 食用 蛋糕 口味 风味 勺 啤酒 脆 大米 枣 盒饭 开水 早餐 豆子 烹调 梨 鸡 美食 酒 电饭锅 快餐 葡萄 食品 素食 晚餐 瓜 锅 蛋 葡萄酒 矿泉水 喜糖 口香糖 鱼 午餐 煲 淀粉 熟 瓜子 嫩 特产 咸 鲜 蜜 纯净水 芝麻 餐 洗衣粉 榨 盐 料理 菊花 橘子 牙膏 酒水 乳制品 奶粉 桃 姜 百合
80,10,0.39431884756322405,0.025327685273351656,0.4,图像 三维 图形 平面 立体 影像 模型 视觉 模拟 对称,对称 模拟 平面 模型 影像 视觉 图形 图像,图像 图形 立体 对称 模拟 模型 平面 三维 视觉 影像,图像 三维 图形 平面 立体 影像 模型 视觉 模拟 对称
