token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
推动,0,1421,0.23660154543846218,9,0.058619931335736064,0.07131219002084668,0.9999619655391351,7,0.00003776504011217596,0.9999242004990229,0.00018532114152345106,3,tuīdòng,to push (e.g. for acceptance of a plan); to promote; to give impetus to,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
特征,0,1421,0.21699850821004263,7,0.02367973164899817,0.029354509514984514,0.9999781477233513,4,0.000021072917325932396,0.9999570748060254,0.00011314030918979538,4,tèzhēng,characteristic; diagnostic property; distinctive feature; trait,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
优势,0,1421,0.21641931737833575,7,0.03414041703490128,0.041750686204917495,0.9999194103965744,6,0.00007319755715985886,0.9998462128394145,0.0003764803931406981,3,yōushì,superiority; dominance; advantage,Translation,孩子 | 妹妹 | 哥哥 | 爸爸 | 母亲 | 姐姐 | 妈妈 | 人缘儿 | 同学 | 父亲 | 学生 | 老师,1.0
表述,0,1421,0.21635625479001175,9,0.03032378141088715,0.0372542889232622,0.9999860095223322,6,8.322404887790492e-6,0.9999776871174444,0.00007956745583903028,7-9,biǎoshù,to formulate; enunciation; to explain sth precisely,Translation,孩子 | 妹妹 | 哥哥 | 爸爸 | 母亲 | 姐姐 | 妈妈 | 人缘儿 | 同学 | 父亲 | 学生 | 老师,1.0
特性,0,1421,0.2161912315360068,7,0.023404870268516703,0.028994641747217262,0.9994690622616847,4,0.00045840566641802656,0.9990106565952668,0.002067699843389951,5,tèxìng,property; characteristic,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.5
探索,0,1421,0.2159383399824069,9,0.04084134807531847,0.04951048508083313,0.9997584592635098,7,0.0002103874257762326,0.9995480718377335,0.0010272792667328139,6,tànsuǒ,to explore; to probe,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
基于,0,1421,0.21571920472476117,9,0.05534014909619134,0.06591087259932626,0.9921799422098954,8,0.0055805316678802985,0.986599410542015,0.02236849478417791,7-9,jīyú,because of; on the basis of; in view of; on account of,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
阐述,0,1421,0.21555805674516967,9,0.03379927431418084,0.04130722528815921,0.9999650901357582,2,0.00001725609797542816,0.9999478340377828,0.00018617899544954588,7-9,chǎnshù,to expound (a position); to elaborate (on a topic); to treat (a subject),Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
增强,0,1421,0.21549956381910226,7,0.0395912641634478,0.048042304208263074,0.9947903455327705,7,0.004906077672663464,0.989884267860107,0.014682102012053857,5,zēngqiáng,to increase; to strengthen,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
着眼于,0,1421,0.21528220815989974,7,0.05158320362660254,0.061680189197689764,0.99994783829062,7,0.000027943972549694214,0.9999198943180703,0.00026739452215266465,7-9,zhuóyǎn yú,Focus on,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
考量,0,1421,0.21469836426152128,4,0.04630413484911294,0.05568039146288698,0.9973191289566647,4,0.0026547740499444595,0.9946643549067203,0.008124343062568621,7-9,kǎoliáng,to consider; to give serious consideration to sth; consideration,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
遵循,0,1421,0.21459694716655803,7,0.052131814040905944,0.06224435077605799,0.998488016409917,7,0.0012704519865106554,0.9972175644234064,0.005245163319917399,7-9,zūnxún,to follow; to abide by; to comply with,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
保障,0,1421,0.21437624587169352,9,0.031538739583586856,0.03859543215245325,0.9391380769938461,7,0.05754267840442755,0.8815953985894186,0.10623801270745374,7-9,bǎozhàng,to ensure; to guarantee; to safeguard,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
探讨,0,1421,0.21431424887602615,9,0.0301564069374827,0.03696353104519394,0.9996921528601604,2,0.0002426906903219782,0.9994494621698384,0.0013125720831907504,6,tàntǎo,to investigate; to probe,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
需求,0,1421,0.2141886294404715,9,0.042124838281619725,0.05087932842142673,0.9989403571351677,4,0.0008436931480428359,0.9980966639871248,0.0038499641501258315,3,xūqiú,requirement; to require; (economics) demand,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
判断,0,1421,0.21395046686194374,4,0.03773047362268739,0.045801637953135924,0.9983270135603557,4,0.0016702882233560622,0.9966567253369997,0.005380805628538813,3,pànduàn,to judge; to determine; judgment,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
理解,0,1421,0.2136093263855848,2,-0.02628451520488609,-0.033424245844723664,0.9123452470249863,2,0.07938960505735147,0.8329556419676348,0.141011862075815,3,lǐjiě,to comprehend; to understand,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
改善,0,1421,0.21336458633893696,7,0.020824731628054982,0.025790414238461897,0.6203532877641789,7,0.3784329146076863,0.24192037315649256,0.29187983546490076,4,gǎishàn,to make better; to improve,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.75
重视,0,1421,0.2130767045176175,2,0.015485649945422286,0.019298949785718115,0.9612969795961359,2,0.022118897274153445,0.9391780823219825,0.08272130668468958,2,zhòngshì,to attach importance to sth; to value,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
转变,0,1421,0.2129273514889256,7,0.045255877766296415,0.054372614103117965,0.9995525014932675,4,0.00043530106953487864,0.9991172004237325,0.0017214418931545926,3,zhuǎnbiàn,to change; to transform; shift; transformation,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
分析,0,1421,0.2128712562539731,9,0.035984353815164793,0.04371738698094231,0.9888636268701955,9,0.00809552437047048,0.980768102499725,0.02947224391733933,5,fēnxī,to analyze; analysis,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
措施,0,1421,0.21260099446616607,9,0.02905498593859565,0.03558680126751125,0.998345536333796,4,0.0016527193217084,0.9966928170120876,0.005325848794944632,4,cuòshī,measure; step,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
整合,0,1421,0.21254894697831428,9,0.03167256303901586,0.03866640201552775,0.9970212973850379,9,0.002358915539151719,0.9946623818458862,0.009618108569848871,7-9,zhěnghé,to conform; to integrate,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
明确,0,1421,0.2124618220476661,9,0.033554994460530674,0.040866244645447435,0.9919577176969646,7,0.007753352156681872,0.9842043655402828,0.020892390061302443,3,míngquè,clear-cut; definite; explicit; to clarify; to specify; to make definite,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
规定,0,1421,0.2124593777625583,9,0.004841613127718969,0.0061101989817928075,0.978457262524321,9,0.01135176466365527,0.9671054978606657,0.052444811410693286,3,guīdìng,to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
体系,0,1421,0.2124354795368456,9,0.04224015063683198,0.050903727235999466,0.999491369884522,9,0.00043692446455658596,0.9990544454199655,0.002000612321270909,7-9,tǐxì,system; setup,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
顺应,0,1421,0.21242168624638036,7,0.04280937919057348,0.0515534846606289,0.9994035905127628,7,0.00034971787055380335,0.999053872642209,0.0023826915301365585,7-9,shùnyìng,to comply; to conform to; in tune with; adapting to; to adjust to,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
模式,0,1421,0.21233162538233954,9,0.041010131332398614,0.049488590614983466,0.9998437562015994,4,0.00011852556736190135,0.9997252306342375,0.0007053516118270669,5,móshì,mode; method; pattern,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
变革,0,1421,0.2121415040784232,9,0.030944721820259175,0.03779262361181364,0.9981438894887324,2,0.0015825173758172674,0.9965613721129152,0.00626990617497769,7-9,biàngé,to transform; to change,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
制订,0,1421,0.21210059492776875,9,0.01665384453290561,0.020699493216986078,0.9934086662583778,9,0.0037791952825434456,0.9896294709758343,0.020039760447175262,4,zhìdìng,to work out; to formulate,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
凸显,0,1421,0.21186771676969424,7,0.016942111948037908,0.021044156974194754,0.98583615952201,7,0.013879371714230985,0.9719567878077789,0.032903242569424035,7-9,tūxiǎn,to present clearly; to give prominence to; to magnify; clear and obvious,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
逐步,0,1421,0.2116525413239551,8,0.03299587261664216,0.040173057185124976,0.5177130804047341,8,0.4822532595867308,0.03545982081800325,0.3009139817534007,4,zhúbù,progressively; step by step,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.75
把握,0,1421,0.21149933525845147,2,0.03529043874647245,0.04283906271510929,0.9975978370858145,4,0.0021870169639232437,0.9954108201218913,0.007708811499779558,3,bǎwò,to grasp (also fig.); to seize; to hold; assurance; certainty; sure (of the outcome),Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
进程,0,1421,0.21147104493888375,9,0.03774909363093906,0.045685703124624215,0.9996617608123524,4,0.00031075445722865663,0.9993510063551237,0.0013645782708755542,7-9,jìnchéng,course of events; process,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
进一步,0,1421,0.211386538470139,8,0.044986592998653874,0.05396663874272224,0.9779346323709562,8,0.022023759725144098,0.9559108726458121,0.04616422682254112,3,jìnyībù,"to go a step further; (develop, understand, improve etc) more; further",Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
基础,0,1421,0.21135631173463118,7,0.03771264197949284,0.04563726397342179,0.9928483558625024,6,0.006773534330321231,0.9860748215321812,0.019168874931088237,3,jīchǔ,base; foundation; basis; basic; fundamental,Translation,孩子 | 妹妹 | 哥哥 | 爸爸 | 母亲 | 姐姐 | 妈妈 | 人缘儿 | 同学 | 父亲 | 学生 | 老师,1.0
要素,0,1421,0.21134300457976596,7,0.04291232125943817,0.05160402193623556,0.9986344511293971,4,0.0013241801557332456,0.9973102709736639,0.004598488025363697,6,yàosù,essential factor; key constituent,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
本质,0,1421,0.21123579381285473,8,0.018949369035209856,0.023460505823482372,0.9869916863223634,2,0.006472291844400351,0.9805193944779631,0.036325725958768054,6,běnzhì,essence; nature; innate character; intrinsic quality,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
变化,0,1421,0.21104023366738536,7,0.019568021818880482,0.024202039936831482,0.9995329586066155,4,0.00046059101420813445,0.9990723675924074,0.0017741772661196032,3,biànhuà,(intransitive) to change; to vary; change; variation,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
范畴,0,1421,0.21089630704631035,6,0.04866641242738334,0.05809041420169398,0.9999580460040509,4,0.000014854502093267603,0.9999431915019577,0.0002218672404403676,7-9,fànchóu,category,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
改进,0,1421,0.2108280442051839,7,0.029190368858491605,0.035669248179109214,0.9899514256186169,7,0.009944784038908975,0.980006641579708,0.02467026399734152,3,gǎijìn,to improve; to make better; improvement,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
加快,0,1421,0.2107530418922171,7,0.04866597266605016,0.058079987643950066,0.9994647739341975,7,0.0005146821829834338,0.9989500917512141,0.0020260656308825156,3,jiākuài,to accelerate; to speed up,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
