run,anchor,community,size,representatives,sample,boundary_words,soft_alternatives
pca100-plain-k10-reg0.001-seed42,老师,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,银行,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,合同,2,1096,优化 | 推进 | 制定 | 推动 | 实施 | 构建 | 拓展 | 提升 | 完善 | 规范 | 降低 | 强化,高额 | 供求 | 微观 | 展开 | 脱颖而出 | 标示 | 消耗 | 区分 | 交接 | 发出 | 协议书 | 发放,找到 | 反面 | 证据 | 贴近 | 多余 | 轮流 | 辨认 | 测,召开:0.480049 | 专利:0.333563 | 说明书:0.320950 | 状态:0.315443 | 大量:0.291219 | 股票:0.276724 | 委托:0.223193 | 年限:0.221838
pca100-plain-k10-reg0.001-seed42,工资,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,火车,9,1069,海边 | 游船 | 火车 | 山顶 | 马路 | 公园 | 旅馆 | 人行道 | 山岭 | 居民楼 | 海滩 | 树林,两侧 | 座 | 军舰 | 闸 | 艘 | 堵车 | 放水 | 钓鱼 | 瀑布 | 导弹 | 北 | 回国,家里 | 喜洋洋 | 下楼 | 隔壁 | 起床 | 半夜 | 旁边 | 晚饭,房东:0.442720 | 外卖:0.364841 | 电信:0.310138 | 石油:0.304717 | 起跑线:0.256366 | 全国:0.249135 | 银行:0.248889 | 航天员:0.232290
pca100-plain-k10-reg0.001-seed42,飞机,9,1069,海边 | 游船 | 火车 | 山顶 | 马路 | 公园 | 旅馆 | 人行道 | 山岭 | 居民楼 | 海滩 | 树林,两侧 | 座 | 军舰 | 闸 | 艘 | 堵车 | 放水 | 钓鱼 | 瀑布 | 导弹 | 北 | 回国,家里 | 喜洋洋 | 下楼 | 隔壁 | 起床 | 半夜 | 旁边 | 晚饭,房东:0.442720 | 外卖:0.364841 | 电信:0.310138 | 石油:0.304717 | 起跑线:0.256366 | 全国:0.249135 | 银行:0.248889 | 航天员:0.232290
pca100-plain-k10-reg0.001-seed42,足球,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,篮球,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,软件,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,电脑,8,1301,面条儿 | 钳子 | 杯子 | 米饭 | 罐头 | 梳子 | 肥皂 | 肉 | 袜子 | 刷子 | 饼干 | 枕头,剪刀 | 物体 | 份 | 秘方 | 睡眠 | 好吃 | 背包 | 焊 | 分量 | 裤子 | 午餐 | 奶,打扮 | 手里 | 脸 | 鬼 | 打扫 | 浑身 | 痴呆 | 做饭,产:0.319391 | 代:0.315784 | 光滑:0.225813 | 多媒体:0.224901 | 黄:0.222614 | 敷:0.186828 | 龙:0.173247 | 娃娃:0.145882
pca100-plain-k10-reg0.001-seed42,政策,2,1096,优化 | 推进 | 制定 | 推动 | 实施 | 构建 | 拓展 | 提升 | 完善 | 规范 | 降低 | 强化,高额 | 供求 | 微观 | 展开 | 脱颖而出 | 标示 | 消耗 | 区分 | 交接 | 发出 | 协议书 | 发放,找到 | 反面 | 证据 | 贴近 | 多余 | 轮流 | 辨认 | 测,召开:0.480049 | 专利:0.333563 | 说明书:0.320950 | 状态:0.315443 | 大量:0.291219 | 股票:0.276724 | 委托:0.223193 | 年限:0.221838
pca100-plain-k10-reg0.001-seed42,法律,0,1467,学生 | 教师 | 讲课 | 外语 | 歌曲 | 演出 | 大学 | 朗诵 | 学校 | 舞蹈 | 戏剧 | 表演,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 从业 | 校长,师傅 | 小王 | 男人 | 姑娘 | 女人 | 练 | 主人 | 捧场,骨干:0.486576 | 登记:0.473171 | 市场经济:0.437195 | 授权:0.424057 | 新郎:0.309318 | 注册:0.295896 | 黑马:0.235825 | 上市:0.227675
pca100-plain-k10-reg0.001-seed42,快乐,7,915,文雅 | 朴实 | 质朴 | 纯朴 | 温柔 | 奇特 | 迷人 | 俊俏 | 沉稳 | 美妙 | 朴素 | 细腻,愚蠢 | 缓慢 | 爱面子 | 被动 | 简单 | 坦率 | 有力 | 开朗 | 枯燥 | 坚固 | 昌盛 | 过瘾,脾气 | 开心 | 美滋滋 | 黑心 | 心安理得 | 别扭 | 胆小 | 滔滔不绝,封建:0.441125 | 川流不息:0.409613 | 大公无私:0.379951 | 供不应求:0.268756 | 资本主义:0.247254 | 有口无心:0.244103 | 无情无义:0.141254 | 惨白:0.138386
pca100-plain-k10-reg0.001-seed42,悲伤,4,979,心疼 | 贪玩儿 | 叹气 | 生气 | 害臊 | 哭 | 闹着玩儿 | 愁眉苦脸 | 她 | 唠叨 | 打岔 | 羞愧,苦力 | 大伙儿 | 干活儿 | 受惊 | 道 | 自卑 | 指着 | 争分夺秒 | 情侣 | 出山 | 费劲 | 亲自,致富 | 惊 | 呵护 | 迷 | 惯 | 亲切 | 精打细算 | 接触,同情:0.403918 | 男人:0.400062 | 女人:0.344793 | 宽恕:0.311938 | 开会:0.300278 | 力不从心:0.255141 | 家属:0.226506 | 痴心:0.131550
pca100-plain-k10-reg0.001-seed42,为什么,6,1473,就算 | 不然 | 也许 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 当然 | 可是 | 再说 | 毕竟,当然 | 骤然 | 愈来愈 | 无关 | 里面 | 极其 | 首先 | 提早 | 呢 | 无论如何 | 明年 | 在于,认得 | 碰见 | 认出 | 愣 | 忘不了 | 遇见 | 呀 | 跟前,相关:0.344879 | 万:0.327491 | 存在:0.301572 | 他:0.252414 | 有关:0.226656 | 留神:0.214771 | 否认:0.194973 | 必不可少:0.165914
pca100-plain-k10-reg0.001-seed42,可以,6,1473,就算 | 不然 | 也许 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 当然 | 可是 | 再说 | 毕竟,当然 | 骤然 | 愈来愈 | 无关 | 里面 | 极其 | 首先 | 提早 | 呢 | 无论如何 | 明年 | 在于,认得 | 碰见 | 认出 | 愣 | 忘不了 | 遇见 | 呀 | 跟前,相关:0.344879 | 万:0.327491 | 存在:0.301572 | 他:0.252414 | 有关:0.226656 | 留神:0.214771 | 否认:0.194973 | 必不可少:0.165914
pca100-plain-k10-reg0.001-seed42,花,1,768,拧 | 拽 | 搓 | 蹦 | 磕 | 踹 | 蹬 | 溜 | 捏 | 抖 | 叼 | 劈,骗 | 括弧 | 抬 | 〇 | 赔 | 闲 | 丑 | 溢 | 搞 | 闪 | 糊 | 姜,耳光 | 疼 | 钱 | 呆 | 馋 | 笨 | 声 | 苦,熊:0.465867 | 八:0.236360 | 烫:0.162069 | 六:0.145092 | 七:0.122713 | 码:0.118793 | 泡:0.114514 | 代:0.088617
pca100-plain-k10-reg0.001-seed42,行,1,768,拧 | 拽 | 搓 | 蹦 | 磕 | 踹 | 蹬 | 溜 | 捏 | 抖 | 叼 | 劈,骗 | 括弧 | 抬 | 〇 | 赔 | 闲 | 丑 | 溢 | 搞 | 闪 | 糊 | 姜,耳光 | 疼 | 钱 | 呆 | 馋 | 笨 | 声 | 苦,熊:0.465867 | 八:0.236360 | 烫:0.162069 | 六:0.145092 | 七:0.122713 | 码:0.118793 | 泡:0.114514 | 代:0.088617
pca100-plain-k10-reg0.001-seed42,苹果,8,1301,面条儿 | 钳子 | 杯子 | 米饭 | 罐头 | 梳子 | 肥皂 | 肉 | 袜子 | 刷子 | 饼干 | 枕头,剪刀 | 物体 | 份 | 秘方 | 睡眠 | 好吃 | 背包 | 焊 | 分量 | 裤子 | 午餐 | 奶,打扮 | 手里 | 脸 | 鬼 | 打扫 | 浑身 | 痴呆 | 做饭,产:0.319391 | 代:0.315784 | 光滑:0.225813 | 多媒体:0.224901 | 黄:0.222614 | 敷:0.186828 | 龙:0.173247 | 娃娃:0.145882
pca100-plain-k10-reg1e-05-seed42,猫,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,狗,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,鸟,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,牛奶,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,米饭,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,咖啡,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,医生,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,感冒,8,1102,面条儿 | 杯子 | 米饭 | 罐头 | 钳子 | 袜子 | 肥皂 | 饼干 | 梳子 | 肉 | 食物 | 枕头,剪刀 | 物体 | 秘方 | 睡眠 | 好吃 | 背包 | 桑拿 | 裤子 | 午餐 | 奶 | 鸟 | 瓶,打扮 | 脸 | 身子 | 做饭 | 个头儿 | 修长 | 脑袋 | 个儿,炮:0.053856 | 风力:0.042047 | 燃放:0.025046 | 产量:0.024364 | 巫婆:0.023559 | 色:0.023479 | 节水:0.022450 | 泥:0.012527
pca100-plain-k10-reg1e-05-seed42,医院,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,学校,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,老师,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,银行,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,合同,2,1431,优化 | 制定 | 推进 | 推动 | 构建 | 完善 | 强化 | 提升 | 拓展 | 降低 | 规范 | 提高,高额 | 供求 | 微观 | 展开 | 无关 | 〇 | 脱颖而出 | 标示 | 分量 | 提早 | 消耗 | 区分,出头 | 一面 | 隔 | 顺着 | 手头 | 照常 | 凭着 | 合乎,原型:0.049309 | 召开:0.039208 | 市场经济:0.036267 | 人数:0.030710 | 指令:0.028916 | 地点:0.026411 | 条例:0.023370 | 不同:0.022841
pca100-plain-k10-reg1e-05-seed42,工资,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,火车,9,1053,游船 | 海边 | 火车 | 山顶 | 马路 | 人行道 | 公园 | 居民楼 | 旅馆 | 山岭 | 停车场 | 海滩,两侧 | 座 | 军舰 | 闸 | 艘 | 堵车 | 放水 | 钓鱼 | 瀑布 | 导弹 | 北 | 回国,家里 | 外头 | 下楼 | 隔壁 | 旁边 | 外边 | 晚饭 | 动身,电影院:0.479870 | 北京:0.314193 | 金融:0.166461 | 总部:0.061754 | 下乡:0.040426 | 少林寺:0.035450 | 全国:0.035195 | 淡季:0.032711
pca100-plain-k10-reg1e-05-seed42,飞机,9,1053,游船 | 海边 | 火车 | 山顶 | 马路 | 人行道 | 公园 | 居民楼 | 旅馆 | 山岭 | 停车场 | 海滩,两侧 | 座 | 军舰 | 闸 | 艘 | 堵车 | 放水 | 钓鱼 | 瀑布 | 导弹 | 北 | 回国,家里 | 外头 | 下楼 | 隔壁 | 旁边 | 外边 | 晚饭 | 动身,电影院:0.479870 | 北京:0.314193 | 金融:0.166461 | 总部:0.061754 | 下乡:0.040426 | 少林寺:0.035450 | 全国:0.035195 | 淡季:0.032711
pca100-plain-k10-reg1e-05-seed42,足球,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,篮球,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
pca100-plain-k10-reg1e-05-seed42,软件,0,1483,学生 | 教师 | 讲课 | 外语 | 学校 | 大学 | 演出 | 戏剧 | 舞蹈 | 课程 | 歌曲 | 朗诵,网页 | 取款 | 闭幕式 | 华裔 | 汉字 | 复习 | 队 | 民主 | 共同体 | 任 | 情侣 | 从业,师傅 | 姑娘 | 小王 | 寡妇 | 练 | 主人 | 老板 | 跳舞,利息:0.277552 | 女人:0.175312 | 经济:0.136457 | 债:0.113733 | 交纳:0.101544 | 委托:0.078604 | 磁带:0.058439 | 认证:0.056365
