community,size,mean_pair_cosine,mean_cosine_silhouette,negative_silhouette_fraction,representatives,boundary_words,deterministic_sample,all_members
13,17,0.4441062946250492,0.0914323689062113,0.23529411764705882,屡次 多次 接连 频频 一再 再度 再次 屡 曾 三番五次 接二连三 先后,连续 不断 频繁 先后 曾经 接二连三 三番五次 接连,屡 频繁 三番五次 不断 曾 连续 再度 曾经 再次 多次 接二连三 频频,屡次 多次 接连 频频 一再 再度 再次 屡 曾 三番五次 接二连三 先后 频繁 曾经 连续 不断 一度
14,6,0.5352263046710747,0.22930635004669406,0.0,一瞬间 一刹那 瞬间 千钧一发 时刻 关头,关头 瞬间 千钧一发 时刻 一刹那 一瞬间,一瞬间 时刻 关头 瞬间 千钧一发 一刹那,一瞬间 一刹那 瞬间 千钧一发 时刻 关头
15,21,0.4594499628893239,0.049016718922966704,0.14285714285714285,发愣 一动不动 哆嗦 一言不发 一声不吭 发抖 颤抖 目瞪口呆 迟疑 惨白 愣 通红,挣扎 漠然 目不转睛 一声不吭 动弹 犹豫 鸦雀无声 沉默,一声不吭 犹豫不决 犹豫 一言不发 一动不动 愣 哆嗦 鸦雀无声 发愣 发抖 目不转睛 面红耳赤,发愣 一动不动 哆嗦 一言不发 一声不吭 发抖 颤抖 目瞪口呆 迟疑 惨白 愣 通红 目不转睛 犹豫 沉默 动弹 面红耳赤 鸦雀无声 漠然 犹豫不决 挣扎
16,18,0.43060062395870546,0.06779073473836009,0.1111111111111111,银行卡 取款 挂失 信用卡 汇款 账单 付款 缴费 话费 支付 交费 一卡通,账户 密码 话费 手续费 押金 账单 缴费 交费,取款 密码 卡 挂失 缴费 一卡通 取款机 信用卡 手续费 付款 汇款 交费,银行卡 取款 挂失 信用卡 汇款 账单 付款 缴费 话费 支付 交费 一卡通 账户 手续费 取款机 押金 卡 密码
17,4,0.3967876019951279,0.006098778605773406,0.5,一鼓作气 振作 一口气 改邪归正,改邪归正 一口气 振作 一鼓作气,一鼓作气 一口气 振作 改邪归正,一鼓作气 振作 一口气 改邪归正
18,7,0.5012197380061517,0.1634251464612073,0.0,实话 话 实话实说 废话 说老实话 的话 一句话,说老实话 废话 一句话 实话实说 的话 实话 话,实话实说 废话 话 说老实话 一句话 的话 实话,实话 话 实话实说 废话 说老实话 的话 一句话
19,10,0.4098332609940251,0.051395228441486765,0.5,共同 联手 携手 一起 一同 联合 一块儿 同舟共济 牵头 单独,一块儿 单独 同舟共济 牵头 一起 一同 联合 联手,牵头 联手 一起 共同 同舟共济 联合 一块儿 携手 单独 一同,共同 联手 携手 一起 一同 联合 一块儿 同舟共济 牵头 单独
20,13,0.43394818641818805,0.09363250548731566,0.15384615384615385,一向 一直 始终 一贯 向来 历来 多年来 长期以来 自始至终 多年 一如既往 之所以,至今 之所以 多年 一如既往 历来 自始至终 一贯 始终,始终 历来 一贯 之所以 多年来 一如既往 长期以来 向来 多年 自始至终 至今 一直,一向 一直 始终 一贯 向来 历来 多年来 长期以来 自始至终 多年 一如既往 之所以 至今
21,5,0.4491725568217177,0.07774811143865265,0.2,只顾 只管 不顾 一味 顾,顾 一味 只管 不顾 只顾,只管 顾 不顾 只顾 一味,只顾 只管 不顾 一味 顾
22,17,0.4459633836293613,0.011851502387954722,0.35294117647058826,不行 没劲 没辙 没用 够呛 没意思 不像话 受不了 无话可说 不得了 没法儿 懒得,一塌糊涂 受不了 费劲 要命 无话可说 没法儿 无济于事 不行,没意思 不像话 不得了 厉害 无济于事 没劲 无话可说 没用 够呛 没辙 受不了 不行,不行 没劲 没辙 没用 够呛 没意思 不像话 受不了 无话可说 不得了 没法儿 懒得 要命 厉害 费劲 一塌糊涂 无济于事
23,50,0.44922717137592494,0.04185164824857599,0.36,晚上 早上 早晨 中午 傍晚 夜里 下午 清晨 上午 深夜 凌晨 一早,放学 下班 醒来 午睡 睡觉 夜班 星期日 天,昨天 早晨 起床 彻夜 下午 通宵 凌晨 天 夜 一大早 晚饭 晚间,晚上 早上 早晨 中午 傍晚 夜里 下午 清晨 上午 深夜 凌晨 一早 半夜 夜晚 一大早 白天 晚饭 起床 早饭 午饭 当晚 下班 星期天 夜间 晚 前天 昨天 次日 明天 黄昏 当天 晚间 午睡 今天 星期日 睡觉 醒来 通宵 放学 日夜 从早到晚 夜 夜班 天 当日 日 明日 彻夜 今日 昼夜
24,24,0.45636502259284245,0.05375737372554009,0.2916666666666667,时常 常常 经常 时不时 有时 偶尔 总是 有时候 不时 成天 老是 整天,免不了 都会 不免 总是 平时 一年到头 时时 难免,时常 时时 常 动不动 不免 不时 一天到晚 总是 有时候 偶尔 一年到头 时而,时常 常常 经常 时不时 有时 偶尔 总是 有时候 不时 成天 老是 整天 一天到晚 时时 常 免不了 难免 平时 不免 时而 动不动 一年到头 都会 常年
25,5,0.37722527694329006,-0.010480656886268619,0.4,骏马 匹 马 一头 野,野 一头 马 骏马 匹,匹 骏马 马 野 一头,骏马 匹 马 一头 野
26,4,0.375243370845401,0.02066486972410584,0.5,足够 充分 足 一定,一定 充分 足 足够,足够 足 充分 一定,足够 充分 足 一定
27,115,0.4630084782124233,0.029280980605766907,0.40869565217391307,姑姑 舅舅 妹妹 姐姐 奶奶 爸爸 嫂子 哥哥 母亲 妈妈 爸 姥姥,亲属 子女 亲友 朋友 小姐 家人 他 夫妇,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,姑姑 舅舅 妹妹 姐姐 奶奶 爸爸 嫂子 哥哥 母亲 妈妈 爸 姥姥 爷爷 父亲 弟弟 儿子 闺女 女儿 媳妇 姥爷 妈 伯母 爹 老婆 叔叔 外婆 大姐 孙女 伯父 父母 祖母 岳母 外公 丈夫 妻子 阿姨 岳父 老公 大哥 孩子 亲戚 老太太 太太 继父 伯伯 家人 孙子 姐 大爷 老伴儿 长辈 继母 女婿 娘 姨 她 爱人 男朋友 女朋友 小孩儿 妹 弟 老头儿 姑娘 师父 邻居 两口子 老人家 亲人 丫头 老乡 儿女 老汉 大妈 祖父 亲生 朋友 大人 老人 同学 母女 女孩儿 他 老师 我 师傅 家里 一家人 姐妹 小伙子 寡妇 同事 老家 俩 徒弟 男孩儿 保姆 老王 父女 全家 宝宝 小朋友 胖子 亲友 小时候 子女 哥 夫人 小姐 母子 夫妇 娃娃 父子 亲属 兄弟
28,11,0.3887194274096247,-0.03337967307869467,0.6363636363636364,曲折 波折 转折 峰回路转 变幻莫测 错综复杂 迭起 动荡 挫折 一帆风顺 不定,迭起 一帆风顺 挫折 不定 动荡 变幻莫测 转折 峰回路转,一帆风顺 迭起 不定 挫折 波折 峰回路转 曲折 变幻莫测 转折 错综复杂 动荡,曲折 波折 转折 峰回路转 变幻莫测 错综复杂 迭起 动荡 挫折 一帆风顺 不定
29,7,0.40317650991215376,0.08288623750667025,0.14285714285714285,沿线 区域 一带 地段 周边 地域 一路,地域 一路 地段 周边 区域 一带 沿线,一路 区域 周边 地域 地段 沿线 一带,沿线 区域 一带 地段 周边 地域 一路
30,2,0.4526370090925458,0.1391496754747411,0.0,面目全非 一干二净,面目全非 一干二净,面目全非 一干二净,面目全非 一干二净
31,2,0.7273948478637712,0.5776020042884374,0.0,应有尽有 一应俱全,应有尽有 一应俱全,一应俱全 应有尽有,应有尽有 一应俱全
32,3,0.3748051283973621,-0.022480816059793834,1.0,发誓 一心 从今以后,一心 从今以后 发誓,从今以后 发誓 一心,发誓 一心 从今以后
33,36,0.4129393465483997,-0.009045931040238042,0.5555555555555556,竭尽全力 尽力 全力 竭力 全力以赴 千方百计 努力 想方设法 极力 一心一意 设法 着力,夜以继日 着力 尽快 兢兢业业 一心一意 致力于 诚心诚意 尽可能,专心 废寝忘食 争分夺秒 致力于 着力 兢兢业业 全力 大力 加紧 积极 千方百计 切实,竭尽全力 尽力 全力 竭力 全力以赴 千方百计 努力 想方设法 极力 一心一意 设法 着力 奋力 齐心协力 拼命 力求 积极 坚持不懈 争分夺秒 全心全意 大力 力争 致力于 抓紧 加紧 诚心诚意 切实 兢兢业业 尽可能 尽量 尽快 争取 夜以继日 聚精会神 专心 废寝忘食
34,5,0.39584112833096874,0.03039119444918807,0.2,一成不变 僵化 单一 过时 固定,过时 僵化 固定 单一 一成不变,僵化 固定 一成不变 单一 过时,一成不变 僵化 单一 过时 固定
35,8,0.3962416144149736,0.007195234717563448,0.375,亲自 亲手 特意 特地 专门 动手 一手 主持,动手 主持 一手 亲手 专门 特地 特意 亲自,专门 亲自 动手 主持 亲手 一手 特地 特意,亲自 亲手 特意 特地 专门 动手 一手 主持
36,17,0.4323145346655832,-0.001106890783585698,0.5882352941176471,天赋 天分 才华 功力 功底 特长 潜能 本领 专长 技能 口才 能力,专长 潜力 魅力 天才 技能 特长 能力 一技之长,技能 功力 功底 潜力 潜能 才华 一技之长 能力 基本功 专长 口才 天赋,天赋 天分 才华 功力 功底 特长 潜能 本领 专长 技能 口才 能力 一技之长 基本功 魅力 潜力 天才
37,3,0.47511450345359546,0.15683403393827297,0.0,领导 同志 一把手,同志 一把手 领导,同志 一把手 领导,领导 同志 一把手
38,20,0.37136331469468853,-0.04637585618881875,0.7,各式各样 各种 形形色色 种种 五花八门 多种 诸多 一系列 多样 层出不穷 诸如此类 丰富多彩,多方面 多样 若干 一揽子 诸如此类 之类 乱七八糟 五颜六色,若干 一连串 种种 形形色色 诸如此类 多方面 多样 多种 乱七八糟 五颜六色 之类 千变万化,各式各样 各种 形形色色 种种 五花八门 多种 诸多 一系列 多样 层出不穷 诸如此类 丰富多彩 一连串 乱七八糟 五颜六色 千变万化 多方面 之类 若干 一揽子
39,66,0.40198041250333916,-0.04632292642286161,0.6060606060606061,却 也 反倒 反而 确实 不但 固然 似乎 倒是 竟然 仍然 不仅,皆 看似 正是 必然 势必 一方面 甚至 必定,正是 实在 偏偏 仍然 不仅 不但 并且 则 却 又 就 并,却 也 反倒 反而 确实 不但 固然 似乎 倒是 竟然 仍然 不仅 的确 依然 终究 仍旧 居然 必定 显然 都 往往 恰恰 既 依旧 竟 虽 则 还 亦 偏偏 果真 却是 无疑 未必 肯定 更是 仍 又 同样 便 照样 还是 必然 着实 简直 就 实在 势必 不见得 而是 才 可谓 未免 甚至 并且 唯独 看似 并非 不一定 皆 并 不仅仅 因而 一方面 且 正是
40,48,0.46807397982081866,0.05676025102589722,0.2916666666666667,旁边 前边 后边 外边 那边 里边 前面 后面 上边 下边 那儿 左边,上面 右边 左边 里 这里 上头 一旁 周围,门口 旁边 周围 上头 跟前 旁 左边 北边 那儿 楼上 楼下 上面,旁边 前边 后边 外边 那边 里边 前面 后面 上边 下边 那儿 左边 右边 底下 外面 外头 旁 东边 上面 西边 对面 这边 南边 远处 里面 北边 那里 里头 门口 这儿 楼下 两边 下面 楼上 跟前 里 一旁 后头 隔壁 中间 前头 周围 边 老远 两侧 这里 上头 前方
41,8,0.3732920822015712,0.03237856767076154,0.25,每当 一旦 凡是 若 当 凡 一经 每,每 一经 凡 当 若 凡是 每当 一旦,凡 当 每 每当 若 凡是 一经 一旦,每当 一旦 凡是 若 当 凡 一经 每
42,5,0.3920639646238722,0.0443612854314833,0.4,暂时 暂 一时 尚 短暂,短暂 一时 暂时 尚 暂,暂时 尚 暂 短暂 一时,暂时 暂 一时 尚 短暂
43,3,0.5675060060590781,0.3182635181614295,0.0,转眼 一晃 眼看,眼看 一晃 转眼,眼看 转眼 一晃,转眼 一晃 眼看
44,17,0.45825225456867963,0.07131933503756374,0.35294117647058826,相同 相似 不同 截然不同 一模一样 有所不同 大同小异 一样 类似 雷同 差不多 不相上下,同一 一样 类似 雷同 不相上下 与众不同 相等 不同寻常,不同寻常 不同 一模一样 大同小异 同一 雷同 同等 有所不同 相同 类似 相似 相等,相同 相似 不同 截然不同 一模一样 有所不同 大同小异 一样 类似 雷同 差不多 不相上下 与众不同 同等 不同寻常 相等 同一
45,4,0.463650739368582,0.14397657173523093,0.0,一概而论 见仁见智 因人而异 定论,定论 因人而异 见仁见智 一概而论,一概而论 因人而异 定论 见仁见智,一概而论 见仁见智 因人而异 定论
46,1,,0.0,0.0,一次性,一次性,一次性,一次性
47,1,,0.0,0.0,一毛不拔,一毛不拔,一毛不拔,一毛不拔
48,13,0.4715865407434733,0.11766492380847202,0.15384615384615385,出色 优异 卓越 出众 杰出 优秀 优良 高超 过硬 非凡 独特 优越,一流 独特 优越 过硬 非凡 杰出 高超 优良,优越 优良 优秀 独特 优异 杰出 出色 出众 高超 卓越 一流 非凡,出色 优异 卓越 出众 杰出 优秀 优良 高超 过硬 非凡 独特 优越 一流
49,11,0.47214128245985576,0.13941962818122203,0.36363636363636365,略微 稍 稍微 稍稍 略 有所 较 相对 偏 轻微 一点儿,一点儿 偏 轻微 相对 较 有所 稍稍 略,偏 稍 略 略微 稍微 有所 稍稍 一点儿 相对 较 轻微,略微 稍 稍微 稍稍 略 有所 较 相对 偏 轻微 一点儿
50,5,0.49170252372583834,0.17910401168502507,0.0,一生 生平 晚年 生前 生涯,生涯 生前 晚年 一生 生平,晚年 生涯 生前 生平 一生,一生 生平 晚年 生前 生涯
51,2,0.552211614295748,0.32642418314020893,0.0,番 一番,一番 番,番 一番,番 一番
52,9,0.34863588007406343,-0.05042543399828428,0.6666666666666666,真实 客观 实事求是 如实 直观 现实 实际 与时俱进 一目了然,一目了然 实际 与时俱进 直观 实事求是 现实 客观 如实,客观 一目了然 真实 现实 实事求是 与时俱进 直观 实际 如实,真实 客观 实事求是 如实 直观 现实 实际 与时俱进 一目了然
53,11,0.4641074634280963,0.031179367675625982,0.36363636363636365,瞅 瞧 一眼 打量 偷看 东张西望 看 左顾右盼 眨眼 眼 转悠,转悠 眼 眨眼 偷看 看 左顾右盼 瞧 一眼,瞧 瞅 看 眼 打量 偷看 转悠 左顾右盼 东张西望 眨眼 一眼,瞅 瞧 一眼 打量 偷看 东张西望 看 左顾右盼 眨眼 眼 转悠
54,9,0.3780370479502455,-0.03911044134578149,0.6666666666666666,发愁 犯愁 心急如焚 一筹莫展 提心吊胆 急 措手不及 烦恼 催,烦恼 催 提心吊胆 发愁 措手不及 急 一筹莫展 心急如焚,催 急 犯愁 发愁 一筹莫展 提心吊胆 心急如焚 烦恼 措手不及,发愁 犯愁 心急如焚 一筹莫展 提心吊胆 急 措手不及 烦恼 催
55,6,0.38660330385826674,0.03616691116754553,0.5,第一线 前线 一线 战场 线 基层,基层 线 战场 前线 一线 第一线,线 第一线 前线 战场 一线 基层,第一线 前线 一线 战场 线 基层
56,4,0.347003207607282,-0.014518786969562712,0.75,共识 双赢 一致 造福,造福 一致 双赢 共识,一致 双赢 共识 造福,共识 双赢 一致 造福
57,40,0.42557498968445806,0.05167493102342772,0.325,此外 换言之 除此之外 总而言之 由此可见 事实上 与此同时 由此看来 然而 据悉 因此 另外,这样一来 看来 届时 其中 相反 据 另一方面 由此,譬如 看来 总之 据悉 据此 据 这就是说 届时 纵观 例如 相比之下 然而,此外 换言之 除此之外 总而言之 由此可见 事实上 与此同时 由此看来 然而 据悉 因此 另外 总之 相比之下 也就是说 其次 另一方面 这就是说 相对而言 综上所述 这样一来 总的来说 至此 相反 众所周知 一般来说 同时 可见 而 恰恰相反 为此 譬如 例如 看来 由此 据 纵观 其中 据此 届时
58,32,0.398619432963851,-0.004977235768926681,0.5625,拜会 接见 拜访 会见 参观 看望 视察 访问 探望 陪同 慰问 考察,采访 代表团 接待 汇报 应邀 送行 贵宾 出访,看望 参观 实地 转达 拜会 采访 一行 探望 会见 代表团 汇报 应邀,拜会 接见 拜访 会见 参观 看望 视察 访问 探望 陪同 慰问 考察 拜见 应邀 来访 出访 座谈 观摩 代表团 听取 采访 察看 招待 实地 转达 送行 调研 接待 汇报 一行 贵宾 率领
59,11,0.47519590263950334,0.15992271390859217,0.09090909090909091,路途 途中 路上 旅途 路程 旅程 一路上 中途 沿途 行程 半路,半路 沿途 行程 中途 一路上 路上 旅程 途中,旅途 沿途 旅程 一路上 半路 行程 路途 中途 路上 路程 途中,路途 途中 路上 旅途 路程 旅程 一路上 中途 沿途 行程 半路
60,15,0.4447173178595066,0.05904770937843567,0.26666666666666666,祝福 祝 祝愿 好运 保佑 心想事成 一路平安 福气 恭喜 一路顺风 祈祷 幸运,吉祥 运气 恭喜 福气 祝 幸运 晚安 一路顺风,运气 祝愿 祝福 祝 祈祷 晚安 一路平安 恭喜 保佑 一路顺风 福气 幸运,祝福 祝 祝愿 好运 保佑 心想事成 一路平安 福气 恭喜 一路顺风 祈祷 幸运 吉祥 晚安 运气
61,10,0.41425564129395775,0.06273579384870522,0.3,长久 终生 长期 终身 永远 永久 一辈子 持久 永不 长效,一辈子 长效 永不 永远 终生 持久 永久 长期,持久 一辈子 永远 终身 永久 永不 长久 终生 长效 长期,长久 终生 长期 终身 永远 永久 一辈子 持久 永不 长效
62,4,0.4576589395722996,0.07848782878069202,0.25,一边 一面 不停 着,不停 着 一面 一边,一面 一边 不停 着,一边 一面 不停 着
63,2,0.5420024845231156,0.30977120544376624,0.0,连 一连,一连 连,一连 连,连 一连
64,1,,0.0,0.0,一道,一道,一道,一道
65,7,0.4297483538391463,0.08115161243055213,0.0,混乱 紊乱 乱 失控 杂乱无章 一锅粥 失灵,杂乱无章 失灵 一锅粥 乱 紊乱 失控 混乱,混乱 一锅粥 乱 紊乱 失灵 失控 杂乱无章,混乱 紊乱 乱 失控 杂乱无章 一锅粥 失灵
66,9,0.3737459148453699,0.018061758297188233,0.4444444444444444,好坏 高低 长短 衡量 与否 评判 忽高忽低 时好时坏 一长一短,一长一短 时好时坏 评判 忽高忽低 衡量 与否 长短 高低,长短 衡量 忽高忽低 一长一短 时好时坏 评判 好坏 与否 高低,好坏 高低 长短 衡量 与否 评判 忽高忽低 时好时坏 一长一短
67,22,0.48347500303723906,0.06535044684609029,0.22727272727272727,悦耳 清脆 声音 刺耳 响声 听见 响起 声 听到 动听 响 笑声,一阵 难听 好听 抑扬顿挫 响起 响声 笑声 呜咽,响亮 响声 一阵 听 响 声 洪亮 抑扬顿挫 声音 悦耳 听到 传来,悦耳 清脆 声音 刺耳 响声 听见 响起 声 听到 动听 响 笑声 响亮 洪亮 听 呜咽 好听 传来 口哨 难听 抑扬顿挫 一阵
68,9,0.40303159067294975,-0.01738360694902102,0.4444444444444444,相继 陆续 竞相 争先恐后 不约而同 一齐 率先 异口同声 正式,正式 争先恐后 异口同声 一齐 不约而同 率先 竞相 陆续,一齐 争先恐后 竞相 陆续 相继 不约而同 率先 异口同声 正式,相继 陆续 竞相 争先恐后 不约而同 一齐 率先 异口同声 正式
69,4,0.5787183882032237,0.33116825454746546,0.0,乙 丙 甲 丁,丁 丙 甲 乙,乙 丙 丁 甲,乙 丙 甲 丁
70,12,0.6316194537573296,0.346017961870422,0.08333333333333333,六 四 五 七 八 三 九 二 十 第二 第 两,两 第二 二 第 十 三 四 五,第二 六 八 十 四 二 五 九 两 七 三 第,六 四 五 七 八 三 九 二 十 第二 第 两
71,30,0.4544990830239702,0.03965554281242766,0.26666666666666666,小声 摇头 苦笑 冷笑 笑 大声 咧嘴 点头 嚷 插嘴 自言自语 说道,道 哼 瞪 微笑 咧嘴 前仰后合 哄堂大笑 自言自语,插嘴 脱口而出 哄堂大笑 吼 哼 喊 嚷 前仰后合 自言自语 笑 瞪 皱,小声 摇头 苦笑 冷笑 笑 大声 咧嘴 点头 嚷 插嘴 自言自语 说道 嬉笑 眉开眼笑 反问 哼 瞪 微笑 哄堂大笑 交头接耳 皱 指着 七嘴八舌 会意 脱口而出 附和 道 前仰后合 吼 喊
72,11,0.37291325778713935,-0.02749312564797395,0.6363636363636364,万 千 百 余 数 几 多 亿 个 家 户,几 户 家 亿 多 个 余 数,几 千 多 家 亿 个 万 余 百 数 户,万 千 百 余 数 几 多 亿 个 家 户
73,4,0.4943380772730593,0.13078704582053569,0.25,想不到 料到 不料 万万,万万 不料 料到 想不到,不料 想不到 料到 万万,想不到 料到 不料 万万
74,1,,0.0,0.0,万分,万分,万分,万分
75,2,0.4525973079785588,0.12966794837346468,0.0,万古长青 鹏程万里,鹏程万里 万古长青,鹏程万里 万古长青,万古长青 鹏程万里
76,1,,0.0,0.0,万无一失,万无一失,万无一失,万无一失
77,2,0.5551343701508054,0.33125103221280994,0.0,万能 全能,全能 万能,全能 万能,万能 全能
78,156,0.41861125533169946,-0.0073282096405799056,0.4935897435897436,米饭 豆腐 酸奶 橙汁 豆浆 薯片 薯条 果酱 香肠 水果 果汁 饼干,酒 喝 茶 鲜 葡萄酒 啤酒 纯净水 姜,烧烤 汤圆 纯净水 烤鸭 烤肉 矿泉水 巧克力 淀粉 吃 咸 喝 嚼,米饭 豆腐 酸奶 橙汁 豆浆 薯片 薯条 果酱 香肠 水果 果汁 饼干 牛奶 卤味 饺子 红薯 饼 酱 芝士 海鲜 粥 菜 西红柿 南瓜 辣椒 包子 馅儿 肉 蜂蜜 罐头 面包 汁 面条儿 汤圆 烤肉 茄子 馒头 黄瓜 佐料 醋 调料 好吃 点心 巧克力 酥 可口 白菜 红茶 柿子 火腿 吃 甜 酱油 香油 豆制品 香蕉 土豆 火锅 奶茶 小吃 蔬菜 红酒 美味 烤 咖啡 饭 炖 番茄 口感 寿司 煮 鸡蛋 烤鸭 花生 零食 萝卜 主食 砂糖 鲜美 月饼 蒜 饮料 食物 西瓜 麻辣 椰子 虾 核桃 面粉 碗 汽水 冰棍儿 蘑菇 绿茶 茶 粽子 葱 糖 糖果 可乐 辣 涮 三明治 桂花 方便面 中餐 西餐 烧烤 风味 汤 香料 口味 莲子 茶叶 蛋糕 喝 食用 啤酒 香 味精 奶 嚼 脆 大米 盒饭 枣 美食 早餐 梨 食品 豆子 快餐 葡萄 素食 烹调 品尝 热腾腾 酒 瓜 葡萄酒 午餐 矿泉水 瓜子 淀粉 嫩 咸 鲜 纯净水 蜜 餐 芝麻 橘子 乳制品 奶粉 百合 姜
79,5,0.42516175737415124,0.1028601396170167,0.2,平面 三维 立体 图形 对称,对称 图形 三维 立体 平面,图形 立体 对称 平面 三维,平面 三维 立体 图形 对称
80,22,0.40529222790998304,0.004819480460804566,0.5909090909090909,凹 斜 弯 凸 圆形 扁 圆 翘 弯曲 竖 尖 形,刺 秃 弯曲 缝 横 三角 矮 形,圆形 凹 凸 刺 圆 尖 弯 形 三角 秃 竖 翘,凹 斜 弯 凸 圆形 扁 圆 翘 弯曲 竖 尖 形 拱 裂 歪 秃 矮 角 横 缝 刺 三角
81,1,,0.0,0.0,上,上,上,上
82,3,0.4175642086428661,0.11352119161942599,0.0,左右 出头 上下,上下 出头 左右,上下 出头 左右,左右 出头 上下
83,26,0.41180661996524426,0.04931535311357112,0.46153846153846156,月初 月底 年初 月份 中旬 下旬 上旬 年底 上个月 去年 前年 月,周 下个月 全年 初 同期 期末 前夕 末,初 周 年 底 以来 年底 年初 年前 上周 末 月 月底,月初 月底 年初 月份 中旬 下旬 上旬 年底 上个月 去年 前年 月 年前 上周 季度 下个月 前夕 同期 以来 年 全年 周 底 初 末 期末
84,35,0.4370468864812167,0.06364758185578759,0.2,任命 职务 出任 就任 辞去 辞职 聘任 任职 担任 罢免 兼任 免职,人选 辞 推选 接替 离职 解雇 开除 提拔,撤换 开除 任 任职 罢免 兼任 上任 当选 连任 现任 辞退 人选,任命 职务 出任 就任 辞去 辞职 聘任 任职 担任 罢免 兼任 免职 任 任期 辞退 离职 连任 现任 撤换 公职 就职 接替 提名 辞呈 上任 当选 提拔 职位 前任 人选 解雇 推选 开除 晋升 辞
